id,qtde_regioes,area,perimetro,circularidade_almofada,especie
204,2,21534.0,1119.1513639688492,0.3024680747186252,veado-da-virginia
205,2,14967.0,1078.5483318567276,0.3050920862047869,veado-da-virginia
206,2,10869.5,981.4183882474899,0.21629101695274014,veado-da-virginia
207,2,18135.0,902.7838324308395,0.3457195358999501,veado-da-virginia
208,2,14017.5,987.3107429742813,0.3066895955848692,veado-da-virginia
209,2,16480.0,947.4945076704025,0.5086450510156448,veado-da-virginia
210,2,12147.5,790.8843367099762,0.48460776813522555,veado-da-virginia
211,2,12643.5,722.2569212913513,0.4163413893357378,veado-da-virginia
212,2,8892.5,908.742201924324,0.214791862347224,veado-da-virginia
213,2,14913.0,1051.920914053917,0.327786680690939,veado-da-virginia
214,2,14494.5,755.3696194887161,0.4834566282025139,veado-da-virginia
215,2,11093.0,1254.891476392746,0.3361650813619127,veado-da-virginia
216,2,13629.0,1390.3473205566406,0.27192559987452214,veado-da-virginia
217,2,7483.0,792.8427072763443,0.21369768739607053,veado-da-virginia
218,2,7743.0,798.4995604753494,0.2231055114677476,veado-da-virginia
219,2,10544.5,893.3696168661118,0.2709848457602772,veado-da-virginia
220,2,17281.0,1012.3229358196259,0.34360670140316907,veado-da-virginia
221,2,20241.0,1244.3473199605942,0.18771441343560769,veado-da-virginia
222,2,10920.0,1108.4650709629059,0.19677939192247768,veado-da-virginia
223,2,15703.5,1064.4234414100647,0.28424271056607603,veado-da-virginia
224,2,11075.5,799.7716385126114,0.40608770690139184,veado-da-virginia
225,2,13198.5,1001.8548991680145,0.20719888638978318,veado-da-virginia
226,2,8440.0,799.8721442222595,0.27725237694866844,veado-da-virginia
227,2,20523.0,1326.0630499124527,0.3604846400721745,veado-da-virginia
228,2,16099.5,1337.6193972826004,0.19491942460109304,veado-da-virginia
229,2,20483.0,1405.661029100418,0.29578074807726223,veado-da-virginia
230,2,19105.5,1213.6193997859955,0.45316754176975377,veado-da-virginia
231,2,10896.5,760.0315244197845,0.35478531598297414,veado-da-virginia
232,2,8869.0,734.960457444191,0.3220789363497853,veado-da-virginia
233,2,16256.5,884.4823166131973,0.4833837145240357,veado-da-virginia
234,2,16966.0,1093.494508266449,0.27634072769045787,veado-da-virginia
235,2,15068.0,920.6072068214417,0.2814138842873156,veado-da-virginia
236,2,19110.0,907.4945095777512,0.4890718485102912,veado-da-virginia
237,2,16630.5,853.7127642631531,0.44040134937757336,veado-da-virginia
238,2,19301.5,977.4284934997559,0.3470452747012153,veado-da-virginia
239,2,9298.0,1042.5828202962875,0.15940479386597997,veado-da-virginia
240,2,19611.5,1261.560523033142,0.21272455991072284,veado-da-virginia
241,2,8618.0,907.3279875516891,0.17801122423883825,veado-da-virginia
242,2,9919.5,973.6538885831833,0.18369007875216428,veado-da-virginia
243,2,16734.5,1071.2762534618378,0.1886523915127651,veado-da-virginia
244,2,17136.0,1413.1168727874756,0.31923415425376006,veado-da-virginia
245,2,16396.0,1243.862040400505,0.24467640866458876,veado-da-virginia
246,2,9109.0,760.4995617866516,0.29318378141366014,veado-da-virginia
247,2,12015.0,928.5828194618225,0.26739639977827806,veado-da-virginia
248,2,15454.0,915.9554057121277,0.2902490362930617,veado-da-virginia
249,2,12144.0,900.2985498905182,0.2726495487776523,veado-da-virginia
250,2,12572.5,773.7960259914398,0.35462227047486977,veado-da-virginia
251,2,19023.5,939.7960242033005,0.39680146782698605,veado-da-virginia
252,2,15229.0,1173.210237979889,0.24262700236142118,veado-da-virginia
253,2,10504.5,896.1147853136063,0.359649753335751,veado-da-virginia
254,2,15292.0,979.5533839464188,0.27084922026177466,veado-da-virginia
255,2,17884.5,1004.3645641803741,0.34906148487670224,veado-da-virginia
256,2,18571.5,1016.2224291563034,0.24220510015649013,veado-da-virginia
257,2,10612.0,869.4945088624954,0.48643939967781236,veado-da-virginia
258,2,19282.5,1038.5655759572983,0.34301685647484326,veado-da-virginia
259,2,12052.5,813.428493142128,0.2653552693922029,veado-da-virginia
260,2,12084.0,904.2985503673553,0.3888577507543206,veado-da-virginia
261,2,21002.0,1201.5777695178986,0.2789177629425517,veado-da-virginia
262,2,12207.0,794.9848439693451,0.4794948668151235,veado-da-virginia
263,2,12121.0,1123.4945083856583,0.1708625550952696,veado-da-virginia
264,2,10211.0,1042.5828214883804,0.20352678221061976,veado-da-virginia
265,2,9401.0,654.3574256896973,0.43280400340806235,veado-da-virginia
266,2,18152.5,1071.7371493577957,0.26215866177562175,veado-da-virginia
267,2,12194.5,904.3990553617477,0.2573373327539095,veado-da-virginia
268,2,11161.5,1027.168608903885,0.23768603105406988,veado-da-virginia
269,2,17324.5,1152.5655761957169,0.3648220719572446,veado-da-virginia
